locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
STM2450	STM2450	1	AE006468	2560332	2561201	+		N-acetylmuramoyl-l-alanine amidase I	0.5057	38
STM2451	STM2451	1	AE006468	2561204	2562103	+		coproporphyrinogen III oxidase	0.5733	36
STM2452	STM2452	1	AE006468	2562124	2562453	+		putative inner membrane protein	0.4333	28
STM2453	STM2453	1	AE006468	2562582	2563859	+		putative cytoplasmic protein	0.5297	50
STM2454	STM2454	1	AE006468	2564059	2565111	-		putative regulator ethanolamine operon	0.5432	41
STM2455	STM2455	1	AE006468	2565159	2565653	-		putative carboxysome structural protein	0.6020	10
STM2456	STM2456	1	AE006468	2565666	2566325	-		putative carboxysome structural protein	0.5939	27
STM2457	STM2457	1	AE006468	2566335	2567231	-		ethanolamine ammonia-lyase, light chain	0.6076	20
STM2458	STM2458	1	AE006468	2567250	2568611	-		ethanolamine ammonia-lyase, heavy chain	0.5705	48
STM2459	STM2459	1	AE006468	2568623	2570026	-		CPPZ-55 prophage protein	0.6147	41
STM2460	STM2460	1	AE006468	2570023	2571249	-		putative transport protein	0.5713	39
STM2461	STM2461	1	AE006468	2571369	2572556	-		putative transport protein in ethanolamine utilization	0.6288	28
STM2462	STM2462	1	AE006468	2572546	2573385	-		putative heatshock protein (Hsp70)	0.6131	24
STM2463	STM2463	1	AE006468	2573396	2574799	-		putative aldehyde oxidoreductase in ethanolamine utilization	0.5990	28
STM2464	STM2464	1	AE006468	2574811	2575110	-		putative detox protein in ethanolamine utilization	0.5733	9
STM2465	STM2465	1	AE006468	2575211	2575501	-		putative detox protein in ethanolamine utilization	0.6048	4
STM2466	STM2466	1	AE006468	2575542	2576558	-		putative phosphotransacetylase in ethanolamine utilization	0.6214	20
STM2467	STM2467	1	AE006468	2576555	2577358	-		putative ethanolamine utilization cobalamin adenosyltransferase	0.5908	21
STM2468	STM2468	1	AE006468	2577355	2578044	-		putative ethanolamine utilization protein	0.5710	21
STM2469	STM2469	1	AE006468	2578022	2578501	-		putative ethanolamine utilization protein	0.5146	23
STM2470	STM2470	1	AE006468	2578514	2578849	-		putative ethanol utilization carboxysome structural protein	0.5089	17
STM2471	STM2471	1	AE006468	2579330	2579788	-		transposase for IS200	0.4597	31
STM2472	STM2472	1	AE006468	2579978	2582257	-		putative transferase	0.5605	81
STM2473	STM2473	1	AE006468	2582529	2583479	+		transaldolase A	0.5363	43
STM2474	STM2474	1	AE006468	2583499	2585499	+		transketolase 2 isozyme	0.5597	87
STM2475	STM2475	1	AE006468	2585562	2585792	-		putative cytoplasmic protein	0.4675	13
STM2476	STM2476	1	AE006468	2585920	2586963	-		putative periplasmic protein	0.5670	38
STM2477	STM2477	1	AE006468	2587088	2587663	-		putative pyrophosphohydrolase	0.4878	34
STM2478	STM2478	1	AE006468	2587867	2589165	+		putative beta-lactamase class C	0.4604	83
STM2479	STM2479	1	AE006468	2589614	2591575	-		putative oxidoreductase	0.5831	75
STM2480	STM2480	1	AE006468	2591761	2593461	+		sensory histidine kinase in two-component regulatory system with NarP (NarL)	0.5409	77
STM2481	STM2481	1	AE006468	2593646	2596759	+		RND family aminoglycoside/multidrug efflux pump	0.5536	126
STM2482	STM2482	1	AE006468	2597333	2597689	+		putative glutaredoxin family protein	0.5154	15
STM2483	STM2483	1	AE006468	2597693	2598820	+		N-succinyl-diaminopimelate deacylase	0.5496	46
STM2484	STM2484	1	AE006468	2598848	2599048	+		putative inner membrane protein	0.4577	9
STM2485	STM2485	1	AE006468	2599075	2601093	-		putative acetyltransferase	0.6261	62
STM2486	STM2486	1	AE006468	2601109	2601972	-		putative inner membrane protein	0.5648	33
STM2487	STM2487	1	AE006468	2602103	2602816	-		phosphoribosylaminoimidazole-succinocarboxamide synthetase	0.5224	26
STM2488	STM2488	1	AE006468	2602991	2604025	-		lipoprotein-34	0.5787	42
STM2489	STM2489	1	AE006468	2604042	2604920	-		dihydrodipicolinate synthase	0.5370	40
STM2490	STM2490	1	AE006468	2605000	2605638	+		transcriptional repressor of gcv operon	0.4898	34
STM2491	STM2491	1	AE006468	2605638	2606108	+		thioredoxin dependent thiol peroxidase	0.4820	16
STM2492	STM2492	1	AE006468	2606155	2606508	-		putative glycerate kinase	0.5847	11
STM2493	STM2493	1	AE006468	2606695	2607762	-		putative PerM family permease	0.5496	42
STM2494	STM2494	1	AE006468	2607970	2609433	+		putative inner membrane or exported	0.5738	48
STM2495	STM2495	1	AE006468	2609473	2609832	+		putative arsenate reductase	0.5694	13
STM2496	STM2496	1	AE006468	2609859	2610584	-		putative ATPase involved in DNA replication initiation	0.5372	29
STM2497	STM2497	1	AE006468	2610655	2611944	-		NCS2 family uracil transport protein	0.5605	44
STM2498	STM2498	1	AE006468	2612032	2612658	-		uracil phosphoribosyltransferase	0.5327	25
STM2499	STM2499	1	AE006468	2613072	2614109	+		phosphoribosylaminoimidazole synthetase	0.5530	45
STM2500	STM2500	1	AE006468	2614109	2614747	+		polyphosphate kinase	0.5603	26
STM2501	STM2501	1	AE006468	2614936	2617002	+		polyphosphate kinase	0.4901	113
STM2502	STM2502	1	AE006468	2617007	2618548	+		exopolyphosphatase	0.5402	64
STM2503	STM2503	1	AE006468	2618584	2620797	-		putative diguanylate cyclase	0.4770	154
STM2504	STM2504	1	AE006468	2620894	2621031	-		putative cytoplasmic protein	0.2319	18
STM2505	STM2505	1	AE006468	2621102	2621362	-		putative inner membrane protein	0.4751	15
STM2506	STM2506	1	AE006468	2621210	2621401	+		putative inner membrane protein	0.4792	9
STM2507	STM2507	1	AE006468	2621480	2621716	-		putative inner membrane protein	0.4937	16
STM2508	STM2508	1	AE006468	2621942	2622271	+		putative cytoplasmic protein	0.3848	28
STM2509	STM2509	1	AE006468	2622291	2622647	-		putative IS3-like transposase	0.4734	14
STM2510	STM2510	1	AE006468	2622804	2624381	-		GMP synthetase	0.5583	44
STM2511	STM2511	1	AE006468	2624451	2625917	-		IMP dehydrogenase	0.5699	49
STM2512	STM2512	1	AE006468	2626078	2627427	+		exonuclease VII, large subunit	0.5807	43
STM2513	STM2513	1	AE006468	2627589	2633708	-		C-terminal region of AIDA-like protein	0.5807	264
STM2514	STM2514	1	AE006468	2634402	2641709	-		putative outer membrane protein	0.5873	307
STM2515	STM2515	1	AE006468	2641875	2647472	-		putative outer membrane protein	0.5899	209
STM2516	STM2516	1	AE006468	2647592	2648551	-		putative outer membrane protein	0.5312	45
STM2517	STM2517	1	AE006468	2648609	2650801	-		SinH	0.5217	98
STM2518	STM2518	1	AE006468	2651147	2651368	-		putative cytoplasmic protein	0.4820	9
STM2519	STM2519	1	AE006468	2651457	2652929	-		putative GTP-binding protein	0.5472	59
STM2520	STM2520	1	AE006468	2653048	2654226	-		putative serine/threonine protein kinase	0.5496	51
STM2521	STM2521	1	AE006468	2654237	2654857	-		putative inner membrane protein	0.5378	20
STM2522	STM2522	1	AE006468	2654871	2656145	-		histidine tRNA synthetase	0.5624	49
STM2523	STM2523	1	AE006468	2656256	2657374	-		putative protein	0.5478	46
STM2524	STM2524	1	AE006468	2657401	2658405	-		putative membrane protein	0.5801	38
STM2525	STM2525	1	AE006468	2658697	2659863	-		putative Fe-S-cluster redox enzyme	0.5210	45
STM2526	STM2526	1	AE006468	2660070	2660501	-		nucleoside diphosphate kinase	0.5556	13
STM2527	STM2527	1	AE006468	2660622	2661485	-		putative polyferredoxin	0.5984	31
STM2528	STM2528	1	AE006468	2661485	2662294	-		putative dimethylsulfoxide reductase	0.6049	28
STM2529	STM2529	1	AE006468	2662287	2662916	-		putative anaerobic dimethylsulfoxide reductase	0.5397	26
STM2530	STM2530	1	AE006468	2662913	2665318	-		putative anaerobic dimethylsulfoxide reductase	0.5461	93
STM2531	STM2531	1	AE006468	2665447	2667762	-		transglycosylase of penicillin-binding protein 1c	0.6127	83
STM2532	STM2532	1	AE006468	2667763	2672697	-		putative inner membrane lipoprotein	0.5846	200
STM2533	STM2533	1	AE006468	2672906	2673748	+		putative sulfurtransferase	0.5931	23
STM2534	STM2534	1	AE006468	2673995	2674663	+		putative cytoplasmic protein	0.4469	50
STM2535	STM2535	1	AE006468	2675232	2676017	-		enhances serine sensitivity	0.5509	23
STM2536	STM2536	1	AE006468	2676118	2677401	-		putative aminopeptidase	0.5646	60
STM2537	STM2537	1	AE006468	2677648	2677848	-		hypothetical protein	0.4925	8
STM2538	STM2538	1	AE006468	2677860	2678195	-		[2FE-2S] ferredoxin	0.5298	9
STM2539	STM2539	1	AE006468	2678197	2680047	-		chaperone protein	0.5943	57
STM2540	STM2540	1	AE006468	2680060	2680575	-		co-chaperone protein Hsc20	0.5446	13
STM2541	STM2541	1	AE006468	2680771	2681094	-		putative regulator	0.5062	14
STM2542	STM2542	1	AE006468	2681123	2681509	-		NifU homolog	0.5116	18
STM2543	STM2543	1	AE006468	2681537	2682751	-		putative aminotransferase class-V	0.5490	36
STM2544	STM2544	1	AE006468	2682932	2683426	-		hypothetical protein	0.5596	23
STM2545	STM2545	1	AE006468	2683586	2684317	-		putative rRNA methylase	0.5683	26
STM2546	STM2546	1	AE006468	2684436	2685239	+		inositol monophosphatase	0.5498	35
STM2547	STM2547	1	AE006468	2685384	2686262	+		putative hydrolase	0.5199	49
STM2548	STM2548	1	AE006468	2686444	2687487	+		anaerobic sulfide reductase	0.5268	49
STM2549	STM2549	1	AE006468	2687491	2688309	+		anaerobic sulfide reductase	0.5556	38
STM2550	STM2550	1	AE006468	2688320	2689333	+		anaerobic sulfide reductase	0.5592	35
STM2551	STM2551	1	AE006468	2689334	2690320	-		putative inner membrane protein	0.5887	35
STM2552	STM2552	1	AE006468	2690311	2690949	-		putative periplasmic or exported protein	0.5211	32
STM2553	STM2553	1	AE006468	2691075	2692352	+		stationary phase inducible protein	0.5493	46
STM2554	STM2554	1	AE006468	2692347	2693486	-		putative MFS family transport protein	0.5825	47
STM2555	STM2555	1	AE006468	2693682	2694935	-		serine hydroxymethyltransferase	0.5654	46
STM2556	STM2556	1	AE006468	2695260	2696450	+		dihydropteridine reductase 2	0.5617	48
STM2557	STM2557	1	AE006468	2696632	2698176	+		transcriptional activator of cad operon	0.4764	91
STM2558	STM2558	1	AE006468	2698537	2699868	+		APC family lysine/cadaverine transport protein	0.5368	62
STM2559	STM2559	1	AE006468	2699951	2702095	+		lysine decarboxylase 1	0.4965	117
STM2560	STM2560	1	AE006468	2702151	2703611	+		putative POT family, di-/tripeptide transport protein	0.5654	64
STM2561	STM2561	1	AE006468	2703660	2703998	-		regulatory protein (P-II) for nitrogen assimilation by glutamine synthetase (ATase)	0.4985	17
STM2562	STM2562	1	AE006468	2704075	2705412	-		putative transcriptional regulator of two-component regulator protein	0.5546	54
STM2563	STM2563	1	AE006468	2705409	2706173	-		putative transcriptional regulator of two-component regulator protein (EBP familiiy)	0.5778	32
STM2564	STM2564	1	AE006468	2706175	2707617	-		putative sensory kinase in regulatory system	0.5516	58
STM2565	STM2565	1	AE006468	2708255	2712142	-		phosphoribosylformylglycinamidine synthetase	0.5923	118
STM2566	STM2566	1	AE006468	2712164	2712397	+		putative periplasmic protein	0.4615	13
STM2567	STM2567	1	AE006468	2712398	2713942	+		putative periplasmic amino acid binding protein	0.5178	78
STM2568	STM2568	1	AE006468	2713993	2714544	-		putative cytosine/adenosine deaminase	0.5670	21
STM2569	STM2569	1	AE006468	2714569	2715204	-		putatative phosphoserine phosphatase	0.5456	33
STM2570	STM2570	1	AE006468	2715208	2716569	-		putative phosphotransferase system IIB components	0.5595	67
STM2571	STM2571	1	AE006468	2716580	2717473	-		putative aminotransferase	0.5705	35
STM2572	STM2572	1	AE006468	2717589	2718437	+		putative ABC superfamily transport protein	0.5724	29
STM2573	STM2573	1	AE006468	2718476	2719393	-		putative ketopantoate reductase	0.4891	55
STM2574	STM2574	1	AE006468	2719415	2720611	-		putative permease	0.4645	90
STM2575	STM2575	1	AE006468	2720727	2721653	+		putative LysR family transcriptional regulator	0.4293	57
STM2576	STM2576	1	AE006468	2721691	2721951	+		putative ferredoxin	0.4713	11
STM2577	STM2577	1	AE006468	2722063	2722443	-		holo-[acyl-carrier-protein] synthase, subunit	0.5669	8
STM2578	STM2578	1	AE006468	2722443	2723174	-		carries out condensation and ring closure step after PdxA in pyridoxine biosynthesis	0.5751	28
STM2579	STM2579	1	AE006468	2723186	2723914	-		gap repair gene	0.5473	33
STM2580	STM2580	1	AE006468	2723926	2724831	-		GTPase	0.5177	33
STM2581	STM2581	1	AE006468	2724828	2725508	-		RNase III, ds RNA	0.5286	37
STM2582	STM2582	1	AE006468	2725782	2726756	-		leader peptidase (signal peptidase I), serine protease	0.5313	44
STM2583	STM2583	1	AE006468	2726773	2728572	-		GTP-binding elongation factor	0.5289	83
STM2584	STM2584	1	AE006468	2728977	2730470	+		Gifsy-1 prophage leucine-rich repeat protein	0.3293	153
STM2585	STM2585	1	AE006468	2731357	2731902	+		Gifsy-1 prophage protein	0.3993	52
STM2585A	STM2585A	1	AE006468	2733014	2733241	+		Gifsy-1 prophage protein	0.3553	21
STM2586	STM2586	1	AE006468	2733338	2733916	-		Gifsy-1 prophage protein	0.4784	30
STM2587	STM2587	1	AE006468	2733906	2734730	-		Gifsy-1 prophage protein	0.4824	49
STM2588	STM2588	1	AE006468	2734727	2737099	-		Gifsy-1 prophage protein	0.5790	85
STM2589	STM2589	1	AE006468	2737434	2740796	-		Gifsy-1 prophage protein	0.5709	130
STM2590	STM2590	1	AE006468	2740858	2741505	-		Gifsy-1 prophage protein	0.6065	21
STM2591	STM2591	1	AE006468	2741403	2742002	-		Gifsy-1 prophage protein	0.5833	20
STM2592	STM2592	1	AE006468	2742147	2742845	-		Gifsy-1 prophage protein	0.5293	31
STM2593	STM2593	1	AE006468	2742855	2743184	-		Gifsy-1 prophage protein	0.4848	13
STM2594	STM2594	1	AE006468	2743187	2746282	-		Gifsy-1 prophage protein	0.5643	94
STM2595	STM2595	1	AE006468	2746254	2746592	-		Gifsy-1 prophage protein	0.5516	5
STM2596	STM2596	1	AE006468	2746589	2746984	-		Gifsy-1 prophage protein	0.5328	14
STM2597	STM2597	1	AE006468	2747035	2747781	-		Gifsy-1 prophage protein	0.5609	25
STM2598	STM2598	1	AE006468	2747789	2748190	-		Gifsy-1 prophage protein	0.5050	20
STM2599	STM2599	1	AE006468	2748179	2749429	+		Gifsy-1 prophage protein	0.5372	49
STM2600	STM2600	1	AE006468	2749478	2750056	-		Gifsy-1 prophage	0.5233	23
STM2601	STM2601	1	AE006468	2750084	2750467	-		Gifsy-1 prophage protein	0.5651	12
STM2602	STM2602	1	AE006468	2750478	2750837	-		Gifsy-1 prophage protein	0.5472	14
STM2603	STM2603	1	AE006468	2750895	2751923	-		Gifsy-1 prophage protein	0.5374	42
STM2604	STM2604	1	AE006468	2751978	2752325	-		Gifsy-1 prophage protein	0.5891	11
STM2605	STM2605	1	AE006468	2752338	2753834	-		Gifsy-1 prophage protein	0.5658	45
STM2606	STM2606	1	AE006468	2753824	2755404	-		Gifsy-1 prophage protein	0.5661	54
STM2607	STM2607	1	AE006468	2755401	2755604	-		Gifsy-1 prophage protein	0.5784	4
STM2608	STM2608	1	AE006468	2755588	2757519	-		Gifsy-1 prophage protein	0.5135	91
STM2609	STM2609	1	AE006468	2757491	2758036	-		Gifsy-1 prophage protein	0.5256	19
STM2610	STM2610	1	AE006468	2758323	2758724	+		Gifsy-1 prophage protein	0.4179	31
STM2611	STM2611	1	AE006468	2758960	2759412	-		Gifsy-1 prophage protein	0.5254	20
STM2612	STM2612	1	AE006468	2759430	2759882	-		Gifsy-1 prophage protein	0.5276	20
STM2613	STM2613	1	AE006468	2759866	2760195	-		Gifsy-1 prophage protein	0.5182	12
STM2614	STM2614	1	AE006468	2760471	2761157	+		Gifsy-1 prophage protein	0.4265	45
STM2615	STM2615	5	AE006468	2761650	2761723	-		tRNA-OTHER	0.5676	2
STM2616	STM2616	1	AE006468	2762067	2762630	-		Gifsy-1 prophage	0.4592	26
STM2617	STM2617	1	AE006468	2762903	2763580	-		Gifsy-1 prophage protein	0.5133	32
STM2618	STM2618	1	AE006468	2763577	2763717	-		Gifsy-1 prophage protein	0.5106	7
STM2619	STM2619	1	AE006468	2763714	2764325	-		Gifsy-1 prophage protein	0.5817	17
STM2620	STM2620	1	AE006468	2764534	2765136	-		Gifsy-1 prophage protein	0.5323	22
STM2621	STM2621	1	AE006468	2765552	2765785	-		Gifsy-1 prophage protein	0.4615	11
STM2622	STM2622	1	AE006468	2766077	2766370	-		Gifsy-1 prophage protein	0.3537	23
STM2623	STM2623	1	AE006468	2766445	2766756	-		Gifsy-1 prophage protein	0.5449	7
STM2624	STM2624	1	AE006468	2766753	2767100	-		Gifsy-1 prophage protein	0.5431	11
STM2625	STM2625	1	AE006468	2767111	2767860	-		Gifsy-1 prophage protein	0.5253	25
STM2626	STM2626	1	AE006468	2767863	2768846	-		Gifsy-1 prophage protein	0.4675	53
STM2627	STM2627	1	AE006468	2768931	2769305	-		Gifsy-1 prophage protein	0.5280	17
STM2628	STM2628	1	AE006468	2769630	2770040	+		Gifsy-1 prophage protein	0.4696	12
STM2629	STM2629	1	AE006468	2770090	2770350	+		Gifsy-1 prophage protein	0.4866	11
STM2630	STM2630	1	AE006468	2770343	2770501	+		Gifsy-1 prophage protein	0.4591	7
STM2631	STM2631	1	AE006468	2770523	2770873	+		Gifsy-1 prophage protein	0.3903	19
STM2632	STM2632	1	AE006468	2771000	2773885	+		Gifsy-1 prophage protein	0.5308	100
STM2633	STM2633	1	AE006468	2773848	2775005	+		Gifsy-1 prophage protein	0.5190	47
STM2634	STM2634	1	AE006468	2775048	2775287	+		putative cytoplasmic protein	0.5208	13
STM2635	STM2635	1	AE006468	2775328	2775612	+		Gifsy-1 prophage protein	0.5053	6
STM2636	STM2636	1	AE006468	2775590	2776819	-		Gifsy-1 prophage protein	0.5024	52
STM2637	STM2637	1	AE006468	2777317	2777796	-		regulator of sigma E (sigma 24) factor	0.5813	15
STM2638	STM2638	1	AE006468	2777793	2778749	-		anti sigma E (sigma 24) factor, negative regulator	0.5517	33
STM2639	STM2639	1	AE006468	2778749	2779399	-		anti sigma E (sigma 24) factor, negative regulator	0.5422	22
STM2640	STM2640	1	AE006468	2779431	2780006	-		sigma E (sigma 24) factor of RNA polymerase	0.5087	33
STM2641	STM2641	1	AE006468	2780431	2782053	+		quinolinate synthetase, B protein	0.5514	71
STM2642	STM2642	1	AE006468	2782038	2782775	-		putative transferase	0.5366	39
STM2643	STM2643	1	AE006468	2782906	2784240	+		ATP-dependent RNA helicase	0.5431	46
STM2644	STM2644	1	AE006468	2784258	2785157	-		putative LysR family transcriptional regulator	0.5133	37
STM2645	STM2645	1	AE006468	2785260	2785847	+		putative transport protein	0.5136	30
STM2646	STM2646	1	AE006468	2785909	2786292	-		putative formate acetyltransferase	0.4974	18
STM2647	STM2647	1	AE006468	2786611	2787300	+		uracil-DNA-glycosylase	0.5507	30
STM2648	STM2648	1	AE006468	2787416	2788453	-		putative tRNA/rRNA methyltransferase	0.5694	40
STM2649	STM2649	1	AE006468	2788657	2789076	+		thioredoxin 2, redox factor	0.5357	13
STM2650	STM2650	1	AE006468	2789149	2789829	+		putative cytoplasmic protein	0.5492	30
STM2651	STM2651	1	AE006468	2789883	2792543	+		putative acetyl-CoA synthetase	0.5584	104
STM2652	STM2652	1	AE006468	2792658	2794013	+		phosphatidylserine synthase	0.4985	73
STM2653	STM2653	1	AE006468	2794058	2794381	+		putative outer membrane lipoprotein	0.5586	13
STM2654	STM2654	1	AE006468	2794378	2795679	-		MFS family alpha-ketoglutarate permease	0.5177	70
STM2655	STM2655	1	AE006468	2795783	2796238	-		putative cytoplasmic protein	0.4956	27
STM2656	STM2656	2	AE006468	2796443	2796564	-		5S ribosomal RNA	0.6311	4
STM2657	STM2657	2	AE006468	2796758	2799767	-		23S ribosomal RNA	0.5392	148
STM2658	STM2658	5	AE006468	2799961	2800033	-		tRNA-Sec	0.6438	3
STM2659	STM2659	2	AE006468	2800121	2801663	-		16S ribosomal RNA	0.5444	64
STM2660	STM2660	1	AE006468	2802119	2804692	-		ATP-dependent protease	0.5330	93
STM2661	STM2661	1	AE006468	2804822	2805553	-		putative inner membrane protein	0.5423	30
STM2662	STM2662	1	AE006468	2805550	2806530	-		pseudouridine synthase	0.5321	45
STM2663	STM2663	1	AE006468	2806662	2807399	+		putative lipoprotein	0.5217	42
STM2665	STM2665	1	AE006468	2807671	2808009	+		ribosome associated factor	0.4720	15
STM2666	STM2666	1	AE006468	2808113	2808160	+		hypothetical protein	0.4167	1
STM2667	STM2667	1	AE006468	2808260	2809420	+		chorismate mutase P	0.5375	45
STM2668	STM2668	1	AE006468	2809381	2810289	-		putative cytoplasmic protein	0.5391	42
STM2669	STM2669	1	AE006468	2810347	2811468	-		chorismate mutase T	0.5517	36
STM2670	STM2670	1	AE006468	2811478	2812548	-		3-deoxy-D-arabinoheptulosonate-7-phosphate synthase	0.5303	47
STM2671	STM2671	1	AE006468	2812988	2813506	+		putative periplasmic protein	0.4624	33
STM2672	STM2672	1	AE006468	2813499	2814719	+		putative diguanylate cyclase/phosphodiesterase	0.5045	74
STM2673	STM2673	1	AE006468	2814876	2815223	-		50S ribosomal subunit protein L19	0.4856	21
STM2674	STM2674	1	AE006468	2815264	2816031	-		tRNA (guanine-7-)-methyltransferase	0.5404	30
STM2675	STM2675	1	AE006468	2816076	2816624	-		16S rRNA processing protein	0.5009	23
STM2676	STM2676	1	AE006468	2816643	2816891	-		30S ribosomal subunit protein S16	0.5221	9
STM2677	STM2677	1	AE006468	2817205	2818566	-		4.5S-RNP protein	0.5499	41
STM2678	STM2678	1	AE006468	2818732	2819523	+		putative cytochrome c-type biogenesis protein	0.5202	42
STM2679	STM2679	1	AE006468	2819588	2820829	+		putative membrane protein	0.5282	59
STM2680	STM2680	1	AE006468	2820950	2821555	+		putative cytoplasmic protein	0.4373	25
STM2681	STM2681	1	AE006468	2821590	2822180	-		molecular chaparone	0.5313	17
STM2682	STM2682	1	AE006468	2822177	2822371	-		putative cytoplasmic protein	0.4410	7
STM2683	STM2683	1	AE006468	2822303	2823181	+		putative kinase	0.5097	41
STM2684	STM2684	1	AE006468	2823267	2824928	+		protein used in recombination and DNA repair	0.5481	59
STM2685	STM2685	1	AE006468	2825077	2825415	+		small membrane protein A	0.5162	16
STM2686	STM2686	1	AE006468	2825581	2825871	-		putative cytoplasmic protein	0.5361	16
STM2687	STM2687	1	AE006468	2825861	2826337	-		putative oligoketide cyclase/lipid transport protein	0.4969	28
STM2688	STM2688	1	AE006468	2826487	2826969	+		small protein B	0.4948	23
STM2690	STM2690	1	AE006468	2839122	2840531	+		putative outer membrane efflux protein	0.5688	48
STM2691	STM2691	1	AE006468	2840528	2842708	+		putative ABC transporter transmembrane region	0.5685	92
STM2692	STM2692	1	AE006468	2842716	2843879	+		putative HlyD family secretion protein	0.5387	51
STM2694	STM2694	1	AE006468	2844431	2844649	-		Fels-2 prophage protein	0.4429	12
STM2695	STM2695	1	AE006468	2844718	2845818	-		Fels-2 prophage protein	0.5368	34
STM2696	STM2696	1	AE006468	2845815	2846300	-		Fels-2 prophage protein	0.5350	13
STM2697	STM2697	1	AE006468	2846297	2849104	-		Fels-2 prophage protein	0.5783	76
STM2698	STM2698	1	AE006468	2849097	2849216	-		Fels-2 prophage protein	0.5833	4
STM2699	STM2699	1	AE006468	2849231	2849533	-		Fels-2 prophage protein	0.5578	8
STM2700	STM2700	1	AE006468	2849588	2850103	-		Fels-2 prophage protein	0.5601	15
STM2701	STM2701	1	AE006468	2850113	2851285	-		Fels-2 prophage protein	0.5797	30
STM2702	STM2702	1	AE006468	2851388	2851945	-		Fels-2 prophage protein	0.5036	20
STM2703	STM2703	1	AE006468	2851915	2852994	+		Fels-2 prophage protein	0.4565	66
STM2704	STM2704	1	AE006468	2853001	2853408	+		Fels-2 prophage protein	0.4877	23
STM2705	STM2705	1	AE006468	2853412	2854029	-		Fels-2 prophage protein	0.4288	43
STM2706	STM2706	1	AE006468	2853999	2855573	-		Fels-2 prophage protein	0.5244	80
STM2707	STM2707	1	AE006468	2855570	2856175	-		Fels-2 prophage protein	0.5611	20
STM2708	STM2708	1	AE006468	2856168	2857076	-		Fels-2 prophage protein	0.5886	30
STM2709	STM2709	1	AE006468	2857063	2857422	-		Fels-2 prophage protein	0.5694	16
STM2710	STM2710	1	AE006468	2857419	2857997	-		Fels-2 prophage protein	0.5838	19
STM2711	STM2711	1	AE006468	2858066	2858512	-		Fels-2 prophage protein	0.6353	6
STM2712	STM2712	1	AE006468	2858505	2858936	-		Fels-2 prophage protein	0.5509	11
STM2713	STM2713	1	AE006468	2858899	2859183	-		Fels-2 prophage protein	0.6070	7
STM2714	STM2714	1	AE006468	2859032	2859460	-		Fels-2 prophage protein	0.6084	8
STM2715	STM2715	1	AE006468	2859837	2860346	-		Fels-2 prophage protein	0.5941	17
STM2716	STM2716	1	AE006468	2860327	2860542	-		Fels-2 prophage protein	0.5093	9
STM2717	STM2717	1	AE006468	2860546	2860749	-		Fels-2 prophage protein	0.6078	6
STM2718	STM2718	1	AE006468	2860749	2861213	-		Fels-2 prophage protein	0.5957	13
STM2719	STM2719	1	AE006468	2861307	2861960	-		Fels-2 prophage protein	0.6177	12
STM2720	STM2720	1	AE006468	2861964	2863046	-		Fels-2 prophage protein	0.5411	34
STM2721	STM2721	1	AE006468	2863063	2863896	-		Fels-2 prophage protein	0.5827	19
STM2722	STM2722	1	AE006468	2864039	2865805	+		Fels-2 prophage protein	0.5688	52
STM2723	STM2723	1	AE006468	2865805	2866845	+		Fels-2 prophage protein	0.5293	47
STM2724	STM2724	1	AE006468	2866931	2868682	-		Fels-2 prophage protein	0.3659	135
STM2726	STM2726	1	AE006468	2868896	2869627	-		Fels-2 prophage protein	0.3989	57
STM2727	STM2727	1	AE006468	2869687	2869992	-		Fels-2 prophage protein	0.4510	14
STM2728	STM2728	1	AE006468	2869931	2870119	-		Fels-2 prophage protein	0.4444	6
STM2729	STM2729	1	AE006468	2870272	2872701	-		Fels-2 prophage protein	0.5630	78
STM2730	STM2730	1	AE006468	2872692	2873549	-		Fels-2 prophage protein	0.4615	52
STM2731	STM2731	1	AE006468	2873546	2873773	-		Fels-2 prophage protein	0.5789	5
STM2732	STM2732	1	AE006468	2873773	2874006	-		Fels-2 prophage protein	0.5342	6
STM2733	STM2733	1	AE006468	2874074	2874415	-		Fels-2 prophage protein	0.4444	20
STM2734	STM2734	1	AE006468	2874635	2875093	+		Fels-2 prophage protein	0.4619	25
STM2735	STM2735	1	AE006468	2875041	2875274	-		Fels-2 prophage protein	0.4744	11
STM2736	STM2736	1	AE006468	2875282	2875791	-		Fels-2 prophage protein	0.5373	19
STM2737	STM2737	1	AE006468	2875827	2876066	-		Fels-2 prophage protein	0.4542	12
STM2738	STM2738	1	AE006468	2876183	2876815	+		Fels-2 prophage protein	0.4297	35
STM2739	STM2739	1	AE006468	2876819	2877844	+		Fels-2 prophage protein	0.4971	42
STM2740	STM2740	1	AE006468	2878173	2879237	+		Fels-2 prophage protein	0.5653	29
STM2741	STM2741	1	AE006468	2879465	2880058	+		putative periplasmic protein	0.5556	18
STM2742	STM2742	1	AE006468	2880448	2881641	+		putative cytoplasmic protein	0.4162	66
STM2743	STM2743	1	AE006468	2881976	2882803	-		putative cytoplasmic protein	0.3370	76
STM2744	STM2744	1	AE006468	2883254	2883469	+		putative cytoplasmic protein	0.5556	5
STM2745	STM2745	1	AE006468	2883505	2885574	+		putative inner membrane protein	0.6324	40
STM2746	STM2746	1	AE006468	2886077	2887360	+		putative excinuclease ATPase subunit	0.2788	121
STM2747	STM2747	1	AE006468	2887405	2888223	+		putative cytoplasmic protein	0.3114	80
